name_da,new_id,name
"TMI#A1597 ""Origin of custom of wearing a beard.""",A1597,"TMI # A1597 ""Origin of custom of wearing a beard."""
"TMI#B548.2.2 ""Fish recovers key from sea.""",B548.2.2,"TMI # B548.2.2 ""Fish recovers key from sea."""
"TMI#B548.2 ""Fish brings lost object from bottom of sea.""",B548.2,"TMI # B548.2 ""Fish brings lost object from bottom of sea."""
"TMI#J411.9 ""Knight disregards insult by servant.""",J411.9,"TMI # J411.9 ""Knight disregards insult in washbasin."""
"TMI#E21 ""Resuscitation by withdrawal of wounding instrument.""",E21,"TMI # E21 ""Resuscitation by withdrawal of wounding instrument."""
"TMI#B99 ""Mythical animals--miscellaneous.""",B99,"TMI # B99 ""Mythical animals - miscellaneous."""
"TMI#F234.0 """"",F234.0,"TMI # F234.0 """""
"ATU#540 ""The Dog and the Sailor (previously The Dog in the Sea)""",540,"ATU # 540 ""The Dog and the Sailor (previously The Dog in the Sea)"""
"TMI#B541.4 ""Dog rescues drowning man.""",B541.4,"TMI # B541.4 ""Dog rescues drowning man."""
"ATU#885A ""Woman Feigns Death (previously The Seemingly Dead)""",885A,"ATU # 885A ""Woman Feigns Death (previously The Seemingly Dead)"""
"TMI#K522.0.1 ""Death feigned to escape unwelcome marriage.""",K522.0.1,"TMI # K522.0.1 ""Death feigned to escape unwelcome marriage."""
"TMI#A714 ""Sun from object thrown into sky.""",A714,"TMI # A714 ""Sun from object thrown into sky."""
"TMI#C751 ""Tabu: doing thing at certain time.""",C751,"TMI # C751 ""Tabu: doing thing at certain time."""
"TMI#D43.1 ""Animal transformed to a god.""",D43.1,"TMI # D43.1 ""Animal transformed into a god."""
"TMI#D43 ""Transformation: mortal to guise of deity.""",D43,"TMI # D43 ""Transformation: mortal to guise of deity."""
"TMI#K1841.1 ""The nun who saw the world (Sister Beatrice).""",K1841.1,"TMI # K1841.1 ""The nun who saw the world (Sister Beatrice)."""
"ATU#770 ""The Nun who Saw the World""",770,"ATU # 770 ""The Nun Who Saw the World"""
"TMI#R111.3 ""Means of rescuing princess.""",R111.3,"TMI # R111.3 ""Means of rescuing princess."""
"TMI#J1158 ""Witness claims not to have seen crime.""",J1158,"TMI # J1158 ""Witness claims not to have seen crime."""
"TMI#D1072 ""Magic hair ornaments.""",D1072,"TMI # D1072 ""Magic hair ornaments."""
"TMI#A2320 ""Origin of animal characteristics: head.""",A2320,"TMI # A2320 ""Origin of animal characteristics: head."""
"TMI#K1013.2 ""”Painting“ on the haycock.""",K1013.2,"TMI # K1013.2 """" Painting ""on the haycock."""
"TMI#K1013 ""False beauty-doctor.""",K1013,"TMI # K1013 ""False beauty doctor."""
"ATU#1284 ""Person Does Not Know Himself""",1284,"ATU # 1284 ""Person Does Not Know Himself"""
"TMI#J2012 ""Person does not know himself.""",J2012,"TMI # J2012 ""Person does not know himself."""
"TMI#X1205.1 ""Snake strikes object, causing it to swell.""",X1205.1,"TMI # X1205.1 ""Snake strikes object, causing it to swell."""
"TMI#X1205 ""Lie: venom of animal (snake, hornet, bee) causes object to swell.""",X1205,"TMI # X1205 ""Lie: venom of animal (snake, hornet, bee) causes object to swell."""
"TMI#A1331.1 ""Paradise lost because of forbidden fruit (drink).""",A1331.1,"TMI # A1331.1 ""Paradise lost because of forbidden fruit (drink)."""
"TMI#A1331 ""Paradise lost.""",A1331,"TMI # A1331 ""Paradise lost."""
"TMI#D1402.10 ""Magic wand kills.""",D1402.10,"TMI # D1402.10 ""Magic wand kills."""
"ATU#778 ""To Sacrifice a Giant Candle""",778,"ATU # 778 ""To Sacrifice and Giant Candle"""
"TMI#K231.3 ""Refusal to make sacrifice after need is past.""",K231.3,"TMI # K231.3 ""Refusal to make sacrifices after need is past."""
"TMI#K231.3.1 ""Sailor offers saint a candle as large as a mast.""",K231.3.1,"TMI # K231.3.1 ""Sailor offers saint and candle as large as a mast."""
"TMI#K231 ""Debtor refuses to pay his debt.""",K231,"TMI # K231 ""Debtor refuses to pay his debt."""
"TMI#K788 ""Woman lured into the forest and captured.""",K788,"TMI # K788 ""Woman lured into the forest and captured."""
"TMI#G303.6.2.9 ""Devil appears to saint (cleric).""",G303.6.2.9,"TMI # G303.6.2.9 ""Devil appears to saint (cleric)."""
"TMI#G303.6.2 ""People to whom the devil appears.""",G303.6.2,"TMI # G303.6.2 ""People to whom the devil appears."""
"TMI#G303.6 ""Circumstances of the devil's appearance.""",G303.6,"TMI # G303.6 ""Circumstances of the devil's appearance."""
"TMI#F735 ""Island rises up in sea.""",F735,"TMI # F735 ""Island rises in the sea."""
"TMI#D651.1 ""Transformation to kill enemy.""",D651.1,"TMI # D651.1 ""Transformation to kill enemy."""
"TMI#D651 ""Transformation to defeat enemies.""",D651,"TMI # D651 ""Transformation to defeat enemies."""
"TMI#T551.3 ""Child born with animal head.""",T551.3,"TMI # T551.3 ""Child born with animal head."""
"TMI#T551 ""Child with extraordinary members (limbs).""",T551,"TMI # T551 ""Child with extraordinary members (limbs)."""
"TMI#Q552.3 ""Failure of crops during reign of wicked king.""",Q552.3,"TMI # Q552.3 ""Failure of crops during reign of wicked king."""
"TMI#A1333 ""Confusion of tongues.""",A1333,"TMI # A1333 ""Confusion of tongues."""
"TMI#F233.5 ""Fairies have yellow (golden) hair (clothing).""",F233.5,"TMI # F233.5 ""Fairies have yellow (golden) hair (clothing)."""
"TMI#F233 ""Color of fairy.""",F233,"TMI # F233 ""Color of fairy."""
"ATU#1651A* ""The Accidental Heiress""",1651A*,"ATU # 1651A * ""The Accidental Heiress"""
"TMI#A478 ""God of disease.""",A478,"TMI # A478 ""God of disease."""
"ATU#77 ""The Stag Admires Himself in a Spring""",77,"ATU # 77 ""The Stag Admires Himself in a Spring"""
"TMI#L461 ""Stag scorns his legs but is proud of his horns.""",L461,"TMI # L461 ""Stag scorns his legs but is proud of his horns."""
"TMI#A1459.1.2 ""Introduction of broad-headed spears into Leinster.""",A1459.1.2,"TMI # A1459.1.2 ""Introduction of broad-headed spears into Leinster."""
"TMI#A1459.1 ""Acquisition of weapons.""",A1459.1,"TMI # A1459.1 ""Acquisition of weapons."""
"TMI#A1459 ""Acquisition of crafts--miscellaneous.""",A1459,"TMI # A1459 ""Acquisition of crafts - miscellaneous."""
"TMI#K464 ""Eavesdropping sexton duped into giving suppliant money.""",K464,"TMI # K464 ""Eavesdropping sixteen duped into giving supplement money."""
"ATU#1543* ""The Man without a Member""",1543*,"ATU # 1543 * ""The Man Without a Member"""
"TMI#J1919.8 ""The man without a member: foolish wife gives her husband money to buy himself one.""",J1919.8,"TMI # J1919.8 ""The man without a member: foolish wife gives her husband money to buy himself one."""
"TMI#B211.4 ""Speaking insects.""",B211.4,"TMI # B211.4 ""Speaking insects."""
"TMI#V123 ""Image blamed by suppliant for misfortunes.""",V123,"TMI # V123 ""Image blamed by suppliant for misfortunes."""
ATU#1479**,1479**,ATU # 1479 **
"TMI#A2326.3 ""Nature of animal's horns.""",A2326.3,"TMI # A2326.3 ""Nature of animal's horns."""
"TMI#A2326 ""Origin and nature of animal's horns.""",A2326,"TMI # A2326 ""Origin and nature of animal's horns."""
"TMI#A189 ""Gods in relation to mortals--miscellaneous.""",A189,"TMI # A189 ""Gods in relation to mortals - miscellaneous."""
"TMI#J355 ""Slight inconvenience in weather, large gain.""",J355,"TMI # J355 ""Slight inconvenience in weather, large gain."""
"TMI#J914 ""King shows humility by mingling with common people.""",J914,"TMI # J914 ""King shows humility by mingling with common people."""
"TMI#A2431.3.8 ""Turkey's nest.""",A2431.3.8,"TMI # A2431.3.8 ""Turkey's nest."""
"TMI#A2431.3 ""Nature of birds' nests.""",A2431.3,"TMI # A2431.3 ""Nature of birds' nests."""
"TMI#A2431 ""Birds' nests.""",A2431,"TMI # A2431 ""Birds' nests."""
"TMI#F513.0 """"",F513.0,"TMI # F513.0 """""
"TMI#F513 ""Person unusual as to his mouth.""",F513,"TMI # F513 ""Person unusual to his mouth."""
"TMI#J2226 ""Learn to swim before going into the water.""",J2226,"TMI # J2226 ""Learn to swim before going into the water."""
"ATU#1293 ""A Long Piss (previously Numskull Stays until he has Finished)""",1293,"ATU # 1293 ""A Long Piss (previously Numskull Stays until he has Finished)"""
"TMI#J1814 ""Numskull stays till he has finished.""",J1814,"TMI # J1814 ""Numskull stays till he has finished."""
"TMI#D1359.3.1 ""Magic music causes joy.""",D1359.3.1,"TMI # D1359.3.1 ""Magic music causes joy."""
"TMI#T586.1.1 ""Four children at a birth.""",T586.1.1,"TMI # T586.1.1 ""Four children at a birth."""
"TMI#T586.1 ""Many children at a birth.""",T586.1,"TMI # T586.1 ""Many children at birth."""
"TMI#E499 ""Meetings of the dead--miscellaneous.""",E499,"TMI # E499 ""Meetings of the dead - miscellaneous."""
"TMI#H331.5 ""Suitor contest: race.""",H331.5,"TMI # H331.5 ""Suitor contest: race."""
"TMI#F140 ""Bounds of the otherworld.""",F140,"TMI # F140 ""Bounds of the otherworld."""
"ATU#1692 ""The Stupid Thief""",1692,"ATU # 1692 ""The Stupid Thief"""
"TMI#J2461.1.7.1 ""Numskull as thief: tries to carry off grinding-stone when told by confederates to bring out heavy things.""",J2461.1.7.1,"TMI # J2461.1.7.1 ""Numskull as thief: tries to carry off grinding-stone when told by confederates to bring out heavy things."""
"TMI#J2136.5.7 ""Thieving numskull beats drum (blows trumpet, etc.) he finds in outhouse.""",J2136.5.7,"TMI # J2136.5.7 ""Thieving numskull beats drum (blows trumpet, etc.) he finds in outhouse."""
"TMI#J2136 ""Numskull brings about his own capture.""",J2136,"TMI # J2136 ""Numskull brings about his own capture."""
"TMI#J2136.5.5 ""Foolish thief cooks food and awakens household.""",J2136.5.5,"TMI # J2136.5.5 ""Foolish thief cooks food and awakens household."""
"TMI#J2461.1.7 ""Numskull told to steal something heavy brings millstone.""",J2461.1.7,"TMI # J2461.1.7 ""Numskull told to steal something heavy brings millstone."""
"TMI#J2136.5.6 ""Foolish thief asks help of owner.""",J2136.5.6,"TMI # J2136.5.6 ""Foolish thief asks help or owner."""
"ATU#75A ""The Lion and the Worm""",75A,"ATU # 75A ""The Lion and the Worm"""
"TMI#B491.4 ""Helpful worm.""",B491.4,"TMI # B491.4 ""Helpful worm."""
"TMI#B491 ""Helpful reptile.""",B491,"TMI # B491 ""Helpful reptile."""
"TMI#Q576 ""Curse as punishment remitted.""",Q576,"TMI # Q576 ""Curse as punishment remitted."""
"TMI#K87.1 ""Laughing contest: dead horse winner.""",K87.1,"TMI # K87.1 ""Laughing contest: dead horse winner."""
"ATU#1080* ""Laughing Contest""",1080*,"ATU # 1080 * ""Laughing Contest"""
"TMI#J1169.5 ""The laughing ass.""",J1169.5,"TMI # J1169.5 ""The laughing ass."""
"TMI#A2252 ""Animal characteristics determined by race.""",A2252,"TMI # A2252 ""Animal characteristics determined by race."""
"TMI#G91 ""Cannibalism brings madness.""",G91,"TMI # G91 ""Cannibalism brings madness."""
"TMI#D565.0 """"",D565.0,"TMI # D565.0 """""
"TMI#D565 ""Transformation by touching.""",D565,"TMI # D565 ""Transformation by touching."""
"TMI#A2513.1 ""Origin of dog's service.""",A2513.1,"TMI # A2513.1 ""Origin of dog's service."""
"TMI#A2513 ""Why certain animals serve men.""",A2513,"TMI # A2513 ""Why Certain Animals Serve Men."""
"TMI#T532.1.4 ""Conception by smell of cooked dragon heart.""",T532.1.4,"TMI # T532.1.4 ""Conception by smell of cooked dragon heart."""
"TMI#T532.1 ""Conception from contact with magic object.""",T532.1,"TMI # T532.1 ""Conception from contact with magic object."""
"TMI#F302.4.2 ""Fairy comes into man's power when he steals her wings (clothes).""",F302.4.2,"TMI # F302.4.2 ""Fairy comes into man's power when he steals her wings (clothes)."""
"TMI#F302.4 ""Man obtains power over fairy mistress.""",F302.4,"TMI # F302.4 ""Man obtains power over fairy mistress."""
"TMI#C152.3 ""Eating tabus for pregnant woman.""",C152.3,"TMI # C152.3 ""Eating tabus for pregnant woman."""
"TMI#C152 ""Tabus during pregnancy.""",C152,"TMI # C152 ""Tabus during pregnancy."""
"TMI#B521.2 ""Animal warns against accident.""",B521.2,"TMI # B521.2 ""Animal warns against accident."""
"ATU#1537 ""The Corpse Killed Five Times""",1537,"ATU # 1537 ""The Corpse Killed Five Times"""
"TMI#K2152 ""Unresponsive corpse.""",K2152,"TMI # K2152 ""Unresponsive corpse."""
"ATU#1871D ""The Cynic and the Bald-headed Man""",1871D,"ATU # 1871D ""The Cynic and the Bald-headed Man"""
"TMI#J1442.9 ""The cynic and the bald-headed man.""",J1442.9,"TMI # J1442.9 ""The cynic and the bald-headed man."""
"TMI#F929.2 ""Man swallows reptiles.""",F929.2,"TMI # F929.2 ""Man swallows reptiles."""
"TMI#F929 ""Extraordinary swallowings--miscellaneous.""",F929,"TMI # F929 ""Extraordinary swallowings - miscellaneous."""
"ATU#953 ""The Robber and his Sons (previously The Old Robber Relates Three Adventures)""",953,"ATU # 953 ""The Robber and his Sons (previously The Old Robber Relates Three Adventures)"""
"TMI#R153.3.3 ""Old robber frees his three sons: relates frightful adventures.""",R153.3.3,"TMI # R153.3.3 ""Old robber frees his three sons: related frightful adventures."""
"TMI#J1185 ""Execution escaped by story-telling.""",J1185,"TMI # J1185 ""Execution escaped by story-telling."""
"TMI#F960.1.2 ""Extraordinary nature phenomena at birth of hero.""",F960.1.2,"TMI # F960.1.2 ""Extraordinary nature phenomena at birth of hero."""
"TMI#A1676 ""Tribal characteristics--bravery or cowardice.""",A1676,"TMI # A1676 ""Tribal characteristics - bravery or cowardice."""
ATU#301B,301B,ATU # 301B
"ATU#1531 ""Lord for a Day (previously The Man Thinks he has Been in Heaven)""",1531,"ATU # 1531 ""Lord for a Day (previously The Man Thinks He Has Been in Heaven)"""
"TMI#J2322 ""Drunken man made to believe that he has been to heaven and hell.""",J2322,"TMI # J2322 ""Drunken man made to believe that he has been to heaven and hell."""
"ATU#836F* ""The Miser and the Eye Ointment""",836F*,"ATU # 836F * ""The Miser and the Eye Ointment"""
"TMI#J514.3 ""Greedy man keeps demanding one more thing from complacent man;""",J514.3,"TMI # J514.3 ""Greedy man keeps demanding one more thing from complacent man;"""
"TMI#D1331.3.2 ""Powder causes magic sight and blindness.""",D1331.3.2,"TMI # D1331.3.2 ""Powder causes magic sight and blindness."""
"TMI#D1331.3.1 ""Salve causes magic sight and blindness.""",D1331.3.1,"TMI # D1331.3.1 ""Salve causes magic sight and blindness."""
"TMI#D1323.5 ""Magic salve gives clairvoyance (Cf.""",D1323.5,"TMI # D1323.5 ""Magic ointment gives clairvoyance (Cf."""
"TMI#A930 ""Origin of streams.""",A930,"TMI # A930 ""Origin of streams."""
"TMI#C481 ""Tabu: singing.""",C481,"TMI # C481 ""Tabu: singing."""
"ATU#920E ""The Three Rings""",920E,"ATU # 920E ""The Three Rings"""
"TMI#J80 ""Wisdom (knowledge) taught by parable.""",J80,"TMI # J80 ""Wisdom (knowledge) taught by parable."""
"TMI#J462.3.1 ""Father leaves sons three jewels--Christianity, Judaism, Mohammedanism.""",J462.3.1,"TMI # J462.3.1 ""Father leaves sons three jewels - Christianity, Judaism, Mohammedanism."""
"TMI#J1289 ""Repartee with ruler (judge, etc.""",J1289,"TMI # J1289 ""Repartee with ruler (judge, etc.)"""
"TMI#A697 ""Various Buddhist otherworlds.""",A697,"TMI # A697 ""Various Buddhist otherworlds."""
"TMI#A1241.4 ""Man made from earth reddened with blood of human sacrifice.""",A1241.4,"TMI # A1241.4 ""Man made from earth reddened with blood of human sacrifice."""
"TMI#A1241 ""Man made from clay (earth).""",A1241,"TMI # A1241 ""Man made from clay (earth)."""
"ATU#950 ""Rhampsinitus""",950,"ATU # 950 ""Rhampsinitus"""
"TMI#K407.1 ""Thief has his companion cut off his head so that he may escape detection.""",K407.1,"TMI # K407.1 ""Thief has his companion cut off his head so he can escape detection."""
"TMI#J1143 ""Thief detected by building straw fire so that smoke escapes through thief's entrance.""",J1143,"TMI # J1143 ""Thief detected by building straw fire so that smoke escapes through thief's entrance."""
"TMI#K332 ""Theft by making owner drunk.""",K332,"TMI # K332 ""Theft by making owner drunk."""
"TMI#K315.1 ""Thief enters treasury through passage made by him as architect of the building.""",K315.1,"TMI # K315.1 ""Thief enters treasury through passage made by him as architect of the building."""
"TMI#K425 ""King's daughter put into brothel to catch thief.""",K425,"TMI # K425 ""King's daughter put in brothel to catch thief."""
"TMI#H58 ""Tell-tale hand-mark.""",H58,"TMI # H58 ""Tell-tale hand-mark."""
"TMI#K730 ""Victim trapped.""",K730,"TMI # K730 ""Victim trapped."""
"TMI#J1142.4 ""Thief's corpse carried through street to see who will weep for him.""",J1142.4,"TMI # J1142.4 ""Thief's corpse carried through the street to see who will weep for him."""
"TMI#K415 ""Marked culprit marks everyone else and escapes detection.""",K415,"TMI # K415 ""Marked culprit marks everyone else and escapes detection."""
"ATU#958C* ""Robber in Shroud""",958C*,"ATU # 958C * ""Robber in Shroud"""
"TMI#D871 ""Magic object traded away.""",D871,"TMI # D871 ""Magic object traded away."""
"TMI#T592 ""Milk suddenly appears in woman's dry breast.""",T592,"TMI # T592 ""Milk suddenly appears in woman's dry breast."""
ATU#507B,507B,ATU # 507b
"TMI#T172 ""Dangers to husband in bridal chamber.""",T172,"TMI # T172 ""Dangers to husband in bridal chamber."""
ATU#507A,507A,ATU # 507A
"TMI#J2072 ""Short-sighted wish.""",J2072,"TMI # J2072 ""Short-sighted wish."""
"TMI#A2034 ""Origin of mosquitoes.""",A2034,"TMI # A2034 ""Origin of mosquitoes."""
"ATU#938* ""Master Discovers that the Slave Girl he Wants to Marry is a Near Relative""",938*,"ATU # 938 * ""Master Discovers that the Slave Girl he Wants to Marry is a Near Relative"""
"TMI#T410.1 ""Master discovers that slave girl he wants to marry is a near relative.""",T410.1,"TMI # T410.1 ""Master discovers that slave girl he wants to marry is a close relative."""
"ATU#1920G ""The Great Bee and Small Beehive""",1920G,"ATU # 1920G ""The Great Bee and Small Beehive"""
"TMI#X1282.1 ""Lie: the great bee.""",X1282.1,"TMI # X1282.1 ""Lie: the big bee."""
"TMI#K1821.4 ""Youths wear false beards (of grass, wool).""",K1821.4,"TMI # K1821.4 ""Youths wear false beards (or grass, wool)."""
"TMI#D1015.4 ""Magic liver of animal.""",D1015.4,"TMI # D1015.4 ""Magic liver of animal."""
"TMI#D1015 ""Magic internal organs of animal.""",D1015,"TMI # D1015 ""Magic internal organs of animal."""
"ATU#1849* ""The Clergyman on the Cow's Tail""",1849*,"ATU # 1849 * ""The Clergyman on the Cow's Tail"""
"TMI#J2132.3 ""Milker ties cow's tail to himself.""",J2132.3,"TMI # J2132.3 ""Milker ties cow's tail to himself."""
"TMI#A2412.2 ""Markings on birds.""",A2412.2,"TMI # A2412.2 ""Markings on birds."""
"TMI#A2412 ""Origin of animal markings.""",A2412,"TMI # A2412 ""Origin of animal markings."""
"TMI#K2351.6 ""Wild horses with bags containing stones tied to their tails, driven into enemy's camp to cause stampede.""",K2351.6,"TMI # K2351.6 ""Wild horses with bags containing stones tied to their tails, driven into enemy's camp to cause stampede."""
"TMI#J262 ""Noisy things often empty.""",J262,"TMI # J262 ""Noisy things often empty."""
"TMI#D255 ""Transformation: man to boat.""",D255,"TMI # D255 ""Transformation: man to boat."""
"TMI#L143 ""Poor man surpasses rich.""",L143,"TMI # L143 ""Poor man surpasses rich."""
"TMI#F535.4 ""Characteristics of pygmies.""",F535.4,"TMI # F535.4 ""Characteristics of pygmies."""
ATU#1890C,1890C,ATU # 1890C
"ATU#810A ""The Devil Does Penance""",810A,"ATU # 810A ""The Devil Does Penance"""
"TMI#G303.9.3.1.1 ""The devil takes service with a farmer in return for the bread he stole.""",G303.9.3.1.1,"TMI # G303.9.3.1.1 ""The devil takes service with a farmer in return for the bread he stole."""
"TMI#K951.1.1 ""Murder by hot iron in mouth.""",K951.1.1,"TMI # K951.1.1 ""Murder by hot iron in mouth."""
"TMI#K404 ""Thief escapes by leaving animal's severed tail and claiming that the animal has escaped and left his tail.""",K404,"TMI # K404 ""Thief escapes by leaving animal's severed tail and claiming that the animal has escaped and left his tail."""
"TMI#K2212 ""Treacherous sister.""",K2212,"TMI # K2212 ""Treacherous sister."""
"TMI#F866.7 ""Extraordinary container used for fluids.""",F866.7,"TMI # F866.7 ""Extraordinary container used for fluids."""
"TMI#K815.14 ""Fish tricked by crane into letting selves be carried from one pond to another.""",K815.14,"TMI # K815.14 ""Fish tricked by crane into letting selves be carried from one pound to another."""
"TMI#D941 ""Magic forest.""",D941,"TMI # D941 ""Magic forest."""
"ATU#425M ""The Snake as Bridegroom (previously Bathing Girl's Garments Kept)""",425M,"ATU # 425M ""The Snake as Bridegroom (previously Bathing Girl's Garments Kept)"""
"TMI#D215 ""Transformation: man to tree.""",D215,"TMI # D215 ""Transformation: man to tree."""
"TMI#K1335 ""Seduction (or wooing) by stealing clothes of bathing girl (swan maiden).""",K1335,"TMI # K1335 ""Seduction (or wooing) by stealing clothes of bathing girl (swan maiden)."""
"ATU#1357* ""Wife's Duty to Have Lovers""",1357*,"ATU # 1357 * ""Wife's Duty to Have Lovers"""
"TMI#A1211 ""Man made from creator's body.""",A1211,"TMI # A1211 ""Man made from creator's body."""
"TMI#P427.7.2 ""Extensive repertory of poets.""",P427.7.2,"TMI # P427.7.2 ""Extensive repertory or polish."""
"TMI#P427.7 ""Poet.""",P427.7,"TMI # P427.7 ""Poet."""
"TMI#F332 ""Fairy grateful for hospitality.""",F332,"TMI # F332 ""Fairy grateful for hospitality."""
"TMI#H523.3 ""Test: guessing nature of devil's gold cup.""",H523.3,"TMI # H523.3 ""Test: guessing nature of devil's gold cup."""
ATU#875B4,875B4,ATU # 875B4
"TMI#K407.2 ""Companion's arm allowed to be cut off so as to prevent detection.""",K407.2,"TMI # K407.2 ""Companion's arm allowed to be cut off so as to prevent detection."""
"TMI#K407 ""Severed limb prevents detection.""",K407,"TMI # K407 ""Severed limb prevents detection."""
"TMI#D682 ""Partial transformation.""",D682,"TMI # D682 ""Partial transformation."""
"TMI#D1402.24 ""Water from magic fountain kills.""",D1402.24,"TMI # D1402.24 ""Water from magic fountain kills."""
ATU#2030C,2030C,ATU # 2030C
"TMI#D2121 ""Magic journey.""",D2121,"TMI # D2121 ""Magic journey."""
"ATU#779E* ""The Dancers of Kolbeck""",779E*,"ATU # 779E * ""The Dancers of Kolbeck"""
"TMI#Q386 ""Dancing punished.""",Q386,"TMI # Q386 ""Dancing punished."""
"TMI#C94.1.1 ""The cursed dancers.""",C94.1.1,"TMI # C94.1.1 ""The cursed dancers."""
"TMI#B301.4.3 ""Faithful horse joins in keen at hero's death.""",B301.4.3,"TMI # B301.4.3 ""Faithful horse joins in no one at hero's death."""
"TMI#B301.4 ""Faithful horse follows dead master to grave.""",B301.4,"TMI # B301.4 ""Faithful horse follows dead master to dig."""
"TMI#B301 ""Faithful animal.""",B301,"TMI # B301 ""Faithful animal."""
"TMI#T320.4 ""Wife escapes lust of king by shaming him.""",T320.4,"TMI # T320.4 ""Wife escapes lust of king by shaming him."""
"TMI#D1521 ""Miraculous speed from magic object.""",D1521,"TMI # D1521 ""Miraculous speed from magic object."""
"TMI#G514.1 ""Ogre trapped in box (cage).""",G514.1,"TMI # G514.1 ""Ogre trapped in box (cage)."""
"TMI#G610.3 ""Stealing from ogre as task.""",G610.3,"TMI # G610.3 ""Stealing from ogre as task."""
"TMI#D1067.2 ""Magic cap.""",D1067.2,"TMI # D1067.2 ""Magic cap."""
"TMI#G610.1 ""Stealing from ogre for revenge.""",G610.1,"TMI # G610.1 ""Stealing from revenge ogre."""
"TMI#H1151.9 ""Task: stealing troll's golden horse.""",H1151.9,"TMI # H1151.9 ""Task: stealing troll's golden horse."""
"TMI#H1172 ""Task: bringing an ogre to court.""",H1172,"TMI # H1172 ""Task: bringing an ogre to court."""
"TMI#H1151 ""Theft as a task.""",H1151,"TMI # H1151 ""Theft as a task."""
"ATU#1575* ""The Clever Shepherd""",1575*,"ATU # 1575 * ""The Clever Shepherd"""
"TMI#K1971.2 ""Man behind the tree threatens his debtor.""",K1971.2,"TMI # K1971.2 ""Man behind the tree threatens his debtor."""
"TMI#X1031.1 ""Lie: remarkable equipment in big kitchen.""",X1031.1,"TMI # X1031.1 ""Lie: remarkable equipment in big kitchen."""
"TMI#X1031 ""Lie: the great kitchen.""",X1031,"TMI # X1031 ""Lie: the great kitchen."""
"ATU#1887* ""Cattle Merchant's Voyage Across the Sea""",1887*,"ATU # 1887 * ""Cattle Merchant's Voyage Across the Sea"""
"TMI#Q512.0 """"",Q512.0,"TMI # Q512.0 """""
"TMI#Q512 ""Punishment: performing impossible task.""",Q512,"TMI # Q512 ""Punishment: performing impossible task."""
"TMI#Q21 ""Reward for religious sacrifice.""",Q21,"TMI # Q21 ""Reward for religious sacrifice."""
"TMI#D1605.1 ""Magic thieving pot.""",D1605.1,"TMI # D1605.1 ""Magic thieving pot."""
"TMI#D851 ""Magic object acquired by exchange.""",D851,"TMI # D851 ""Magic object acquired by exchange."""
"TMI#N421 ""Lucky bargain.""",N421,"TMI # N421 ""Lucky bargain."""
"TMI#D1412.2 ""Magic pot draws person into it.""",D1412.2,"TMI # D1412.2 ""Magic pot draws person into it."""
"TMI#F1041.17 ""Extraordinary result of fear.""",F1041.17,"TMI # F1041.17 ""Extraordinary result of fear."""
"TMI#F262.3.1 ""Fairy as harper.""",F262.3.1,"TMI # F262.3.1 ""Fairy as a harper."""
"TMI#F262.3 ""Fairy minstrel.""",F262.3,"TMI # F262.3 ""Fairy minstrel."""
"ATU#1688A* ""Jealous Suitors""",1688A*,"ATU # 1688A * ""Jealous Suitors"""
"ATU#1832B* ""What Kind of Dung?""",1832B*,"ATU # 1832B * ""What Kind of Dung?"""
"TMI#A1650.3 ""Origin of different trades.""",A1650.3,"TMI # A1650.3 ""Origin of different trades."""
"TMI#A1650 ""Origin of different classes--social and professional.""",A1650,"TMI # A1650 ""Origin of different classes - social and professional."""
"TMI#D1610.9 ""Speaking weapon.""",D1610.9,"TMI # D1610.9 ""Speaking weapon."""
"TMI#G303.3.2.1 ""Devil appears as Christ.""",G303.3.2.1,"TMI # G303.3.2.1 ""Devil appears as Christ."""
"TMI#G303.3.2 ""The devil in superhuman from.""",G303.3.2,"TMI # G303.3.2 ""The devil in superhuman from."""
"TMI#G303.8.1.2 ""Archangels Michael and Gabriel drive Satan and other devils from heaven to earth.""",G303.8.1.2,"TMI # G303.8.1.2 ""Archangels Michael and Gabriel drive Satan and other devils from heaven to earth."""
"TMI#H384.0 """"",H384.0,"TMI # H384.0 """""
"TMI#H384 ""Bride test: kindness.""",H384,"TMI # H384 ""Bride test: kindness."""
"TMI#G345 ""Man with fire moccasins.""",G345,"TMI # G345 ""Man with fire moccasins."""
"ATU#1288B ""The Stolen Donkey""",1288B,"ATU # 1288B ""The Stolen Donkey"""
"TMI#J2561 ""Fool thanks God that he was not sitting on the ass when it was stolen.""",J2561,"TMI # J2561 ""Fool thanks God that he wasn't sitting on the ass when it was stolen."""
"TMI#H1221 ""Quest for adventure.""",H1221,"TMI # H1221 ""Quest for adventure."""
"TMI#W154.4 ""Hunter beats dog which has grown old in his service.""",W154.4,"TMI # W154.4 ""Hunter beats dog who has grown old in his service."""
"ATU#101 ""The Old Dog as Rescuer of the Child (Sheep)""",101,"ATU # 101 ""The Old Dog as Rescuer of the Child (Sheep)"""
"TMI#K231.1.3 ""The dog refuses to help the wolf.""",K231.1.3,"TMI # K231.1.3 ""The dog refuses to help the wolf."""
ATU#1331C*,1331C*,ATU # 1331C *
"TMI#F813.3 ""Extraordinary nut.""",F813.3,"TMI # F813.3 ""Extraordinary utility."""
"TMI#E80.4 ""Resuscitation by holy water.""",E80.4,"TMI # E80.4 ""Resuscitation by holy water."""
